"Player","EH_ID","API ID","Season","Team","Position","Shoots","Birthday","Age","Draft Yr","Draft Rd","Draft Ov","GP","TOI","G","A1","A2","Points","iSF","iFF","iCF","ixG","Sh%","FSh%","xFSh%","iBLK","GIVE","TAKE","iHF","iHA","iPENT2","iPEND2","iPENT5","iPEND5","iPEN±","FOW","FOL","FO±"
"Jake Guentzel","JAKE.GUENTZEL","8477404","21-22","PIT","C/L","L",1994-10-06,26,2013,3,77,63,1252.37,32,15,19,66,219,284,350,31.17,14.61,11.27,10.98,33,20,30,60,124,20,24,0,0,4,13,10,3
"Jake Leschyshyn","JAKE.LESCHYSHYN","8479991","21-22","VGK","C","L",1999-03-10,22,2017,2,62,33,376.25,1,3,1,5,27,35,47,2.67,3.7,2.86,7.63,23,2,13,32,52,3,4,0,0,1,100,127,-27
"Jake McCabe","JAKE.MCCABE","8476931","21-22","CHI","D","L",1993-10-12,27,2012,2,44,62,1264.28,2,6,10,18,61,86,140,3.1,3.28,2.33,3.6,141,42,14,137,111,8,6,1,1,-2,0,0,0
"Jake Muzzin","JAKE.MUZZIN","8474162","21-22","TOR","D","L",1989-02-21,32,2007,5,141,41,860.92,2,5,5,12,61,87,139,2.22,3.28,2.3,2.55,53,42,12,84,102,6,4,0,0,-2,0,0,0
"Jake Neighbours","JAKE.NEIGHBOURS","8482089","21-22","STL","L","L",2002-03-29,19,2020,1,26,9,84.18,1,1,0,2,8,10,11,0.71,12.5,10,7.1,1,1,0,10,13,1,3,0,0,2,1,2,-1
"Jake Walman","JAKE.WALMAN","8478013","21-22","DET","D","L",1996-02-20,25,2014,3,82,6,107.47,0,1,0,1,13,18,23,0.54,0,0,3,10,5,1,5,7,0,1,0,0,1,0,0,0
"Jake Walman","JAKE.WALMAN","8478013","21-22","STL","D","L",1996-02-20,25,2014,3,82,32,383.32,3,1,2,6,47,71,101,2.54,6.38,4.23,3.58,26,11,5,21,17,3,0,0,0,-3,0,0,0
"Jakob Chychrun","JAKOB.CHYCHRUN","8479345","21-22","ARI","D","L",1998-03-31,23,2016,1,16,47,1080.35,7,7,7,21,141,223,293,7.1,4.96,3.14,3.18,66,37,19,51,83,16,7,1,1,-9,0,0,0
"Jakob Silfverberg","JAKOB.SILFVERBERG","8475164","21-22","ANA","R","R",1990-10-13,30,2009,2,39,53,903.07,5,7,9,21,120,154,183,10.05,4.17,3.25,6.53,40,16,30,16,55,15,8,0,0,-7,8,16,-8
"Jakub Galvas","JAKUB.GALVAS","8480231","21-22","CHI","D","L",1999-06-15,22,2017,5,150,6,108.95,0,0,0,0,8,10,17,0.38,0,0,3.8,9,4,1,2,8,0,0,0,0,0,0,0,0
"Jakub Voracek","JAKUB.VORACEK","8474161","21-22","CBJ","R","L",1989-08-15,32,2007,1,7,65,1120.07,5,32,12,49,121,156,210,9.18,4.13,3.21,5.88,24,40,37,22,50,11,21,0,0,10,5,27,-22
"Jakub Vrana","JAKUB.VRANA","8477944","21-22","DET","L","L",1996-02-28,25,2014,1,13,12,178.53,7,1,1,9,28,40,44,2.94,25,17.5,7.35,5,9,7,12,6,0,0,0,0,0,1,2,-1
"Jakub Zboril","JAKUB.ZBORIL","8478415","21-22","BOS","D","L",1997-02-21,24,2015,1,13,10,157.25,0,1,2,3,13,15,20,0.78,0,0,5.2,10,4,1,24,15,2,1,0,0,-1,0,0,0
"Jalen Chatfield","JALEN.CHATFIELD","8478970","21-22","CAR","D","R",1996-05-15,25,2014,NA,NA,16,236.62,0,1,2,3,25,36,51,1.09,0,0,3.03,10,3,6,32,38,4,0,0,0,-4,0,0,0
"James Neal","JAMES.NEAL","8471707","21-22","STL","L","L",1987-09-03,34,2005,2,33,19,227.32,2,0,2,4,31,37,45,3.27,6.45,5.41,8.84,3,4,2,17,13,0,2,0,0,2,0,2,-2
"James Van Riemsdyk","JAMES.VAN RIEMSDYK","8474037","21-22","PHI","L","L",1989-05-04,32,2007,1,2,67,1083.65,17,7,6,30,150,204,233,19.81,11.33,8.33,9.71,21,27,21,27,64,8,6,1,1,-2,8,10,-2
"Jamie Benn","JAMIE.BENN","8473994","21-22","DAL","L","L",1989-07-18,32,2007,5,129,66,1107.33,17,10,12,39,156,215,264,20.82,10.9,7.91,9.68,48,36,32,127,51,27,15,2,2,-12,408,333,75
"Jamie Drysdale","JAMIE.DRYSDALE","8482142","21-22","ANA","D","R",2002-04-08,19,2020,1,6,69,1370.95,4,13,11,28,111,169,244,5.81,3.6,2.37,3.44,65,41,15,31,73,7,13,0,0,6,0,0,0
"Jamie Oleksiak","JAMIE.OLEKSIAK","8476467","21-22","SEA","D","L",1992-12-21,28,2011,1,14,58,1109.58,1,8,6,15,75,97,141,4.72,1.33,1.03,4.87,65,38,26,151,82,9,4,4,4,-5,0,0,0
"Jan Jenik","JAN.JENIK","8480890","21-22","ARI","C/R","L",2000-09-15,20,2018,3,65,6,54.15,2,0,0,2,9,11,15,0.78,22.22,18.18,7.09,2,1,0,14,6,2,1,1,1,-1,8,10,-2
"Jan Rutta","JAN.RUTTA","8480172","21-22","T.B","D","R",1990-07-29,31,2008,NA,NA,63,1052.95,2,4,8,14,70,108,163,2.55,2.86,1.85,2.36,65,17,4,75,119,21,9,0,0,-12,0,0,0
"Jani Hakanpaa","JANI.HAKANPAA","8475825","21-22","DAL","D","R",1992-03-31,29,2010,4,104,65,1062.1,2,3,3,8,54,80,128,2.46,3.7,2.5,3.08,94,31,9,198,145,14,6,1,0,-9,0,0,0
"Janis Moser","JANIS.MOSER","8482655","21-22","ARI","D","L",2000-06-06,21,2021,2,60,33,603.2,3,5,4,12,29,48,78,2.12,10.34,6.25,4.42,36,17,7,25,67,6,5,0,0,-1,0,0,0
"Janne Kuokkanen","JANNE.KUOKKANEN","8479511","21-22","N.J","C/L","L",1998-05-25,23,2016,2,43,43,563.38,5,1,5,11,45,64,79,4.26,11.11,7.81,6.66,16,8,22,25,49,4,6,0,0,2,2,9,-7
"Jansen Harkins","JANSEN.HARKINS","8478424","21-22","WPG","C","L",1997-05-23,24,2015,2,47,68,649.47,7,0,3,10,59,86,124,5.91,11.86,8.14,6.87,15,22,24,48,66,4,11,1,1,7,21,11,10
"Jared McCann","JARED.MCCANN","8477955","21-22","SEA","C/L","L",1996-05-31,25,2014,1,24,60,969.77,24,8,7,39,160,231,280,15.94,15,10.39,6.9,22,31,35,57,63,6,18,1,1,12,213,261,-48
"Jared Spurgeon","JARED.SPURGEON","8474716","21-22","MIN","D","R",1989-11-29,31,2008,6,156,51,1082.02,6,13,12,31,87,121,182,4.57,6.9,4.96,3.78,62,10,10,34,69,5,2,0,0,-3,0,0,0
"Jaret Anderson-Dolan","JARET.ANDERSON-DOLAN","8479994","21-22","L.A","C","L",1999-09-12,22,2017,2,41,7,96.53,0,0,0,0,5,11,17,0.51,0,0,4.64,3,2,2,12,8,2,1,0,0,-1,9,7,2
"Jarred Tinordi","JARRED.TINORDI","8475797","21-22","NYR","D","L",1992-02-20,29,2010,1,22,7,90.45,1,0,0,1,5,9,15,0.16,20,11.11,1.78,8,1,0,17,5,1,1,1,1,0,0,0,0
"Jason Dickinson","JASON.DICKINSON","8477450","21-22","VAN","C","L",1995-07-04,26,2013,1,29,49,637.47,3,1,2,6,53,77,98,5.81,5.66,3.9,7.55,35,8,15,89,86,6,6,1,1,0,116,152,-36
"Jason Robertson","JASON.ROBERTSON","8480027","21-22","DAL","L","L",1999-07-22,22,2017,2,39,58,1047.03,31,15,15,61,168,226,306,22.27,18.45,13.72,9.85,19,40,40,40,51,9,5,0,0,-4,0,0,0
"Jason Spezza","JASON.SPEZZA","8469455","21-22","TOR","C","R",1983-06-13,38,2001,1,2,61,662.1,10,7,4,21,85,117,156,7.18,11.76,8.55,6.14,23,28,28,24,33,11,5,0,0,-6,276,242,34
"Jason Zucker","JASON.ZUCKER","8475722","21-22","PIT","L","L",1992-01-16,29,2010,2,59,32,488.05,6,4,4,14,89,111,129,9.19,6.74,5.41,8.28,15,17,13,52,42,5,8,0,0,3,4,10,-6
"Jasper Weatherby","JASPER.WEATHERBY","8481061","21-22","S.J","C","L",1998-01-22,23,2018,4,102,45,517.58,4,4,2,10,42,61,78,4.93,9.52,6.56,8.08,23,11,17,46,40,8,4,0,0,-4,161,157,4
"Jay Beagle","JAY.BEAGLE","8474291","21-22","ARI","C","R",1985-10-16,35,2004,NA,NA,25,346.55,1,0,0,1,13,17,24,1.79,7.69,5.88,10.53,12,5,5,39,22,6,1,1,0,-6,221,138,83
"Jaycob Megna","JAYCOB.MEGNA","8477034","21-22","S.J","D","L",1992-12-10,28,2012,7,210,30,560.53,1,0,1,2,27,36,58,0.76,3.7,2.78,2.11,62,12,12,47,44,6,1,0,0,-5,0,0,0
"Jayson Megna","JAYSON.MEGNA","8477126","21-22","COL","C","R",1990-02-01,31,2008,NA,NA,20,206.1,0,2,1,3,19,23,32,1.59,0,0,6.91,9,1,8,27,8,2,2,0,0,0,56,60,-4
"Jean-Gabriel Pageau","JEAN-GABRIEL.PAGEAU","8476419","21-22","NYI","C","R",1992-11-11,28,2011,4,96,65,1137.23,10,8,11,29,103,137,163,12.28,9.71,7.3,8.96,41,38,25,137,86,9,14,2,2,5,614,486,128
"Jeff Carter","JEFF.CARTER","8470604","21-22","PIT","C","R",1985-01-01,36,2003,1,11,63,1121.85,16,12,9,37,172,209,271,17.77,9.3,7.66,8.5,37,36,29,86,61,16,11,0,0,-5,531,410,121
"Jeff Petry","JEFF.PETRY","8473507","21-22","MTL","D","R",1987-12-09,33,2006,2,45,57,1268.48,4,4,8,16,92,124,215,3.25,4.35,3.23,2.62,93,90,8,124,78,15,6,0,0,-9,0,0,0
"Jeff Skinner","JEFF.SKINNER","8475784","21-22","BUF","C/L","L",1992-05-16,29,2010,1,7,67,1153.1,27,14,7,48,219,272,338,24.18,12.33,9.93,8.89,17,41,43,21,51,11,21,0,0,10,72,103,-31
"Jeffrey Viel","JEFFREY.VIEL","8479705","21-22","S.J","L","L",1997-01-28,24,2015,NA,NA,29,263.42,3,1,1,5,27,35,48,2.84,11.11,8.57,8.11,11,8,12,79,25,20,13,6,6,-7,4,7,-3
"Jeremy Davies","JEREMY.DAVIES","8479602","21-22","NSH","D","L",1996-12-04,24,2016,7,192,5,55.73,0,1,0,1,4,6,8,0.14,0,0,2.33,0,4,2,1,4,1,0,0,0,-1,0,0,0
"Jeremy Lauzon","JEREMY.LAUZON","8478468","21-22","NSH","D","L",1997-04-28,24,2015,2,52,6,117.78,1,0,0,1,8,11,18,0.57,12.5,9.09,5.18,9,2,0,22,5,1,0,0,0,-1,0,0,0
"Jeremy Lauzon","JEREMY.LAUZON","8478468","21-22","SEA","D","L",1997-04-28,24,2015,2,52,53,943.95,1,3,2,6,58,79,116,1.84,1.72,1.27,2.33,49,16,7,176,93,16,7,5,5,-9,0,0,0
"Jesper Boqvist","JESPER.BOQVIST","8480003","21-22","N.J","C","L",1998-10-30,22,2017,2,36,41,507.6,5,5,4,14,52,73,93,4.85,9.62,6.85,6.64,12,15,15,24,61,3,2,0,0,-1,117,202,-85
"Jesper Bratt","JESPER.BRATT","8479407","21-22","N.J","L","L",1998-07-30,23,2016,6,162,62,1077.03,22,24,19,65,173,230,274,17.26,12.72,9.57,7.5,22,41,27,21,62,8,17,0,0,9,0,3,-3
"Jesper Fast","JESPER.FAST","8475855","21-22","CAR","R","R",1991-12-02,29,2010,6,157,68,1002.72,11,12,2,25,80,118,145,12.73,13.75,9.32,10.79,31,22,15,93,111,2,4,0,0,2,6,13,-7
"Jesper Froden","JESPER.FRODEN","8482834","21-22","BOS","R","R",1994-09-21,26,2013,NA,NA,5,60.62,0,0,0,0,6,6,9,0.71,0,0,11.83,5,0,0,6,10,1,0,0,0,-1,0,0,0
"Jesperi Kotkaniemi","JESPERI.KOTKANIEMI","8480829","21-22","CAR","C","L",2000-07-06,21,2018,1,3,63,751.45,11,7,8,26,79,105,138,9.06,13.92,10.48,8.63,15,20,24,67,69,11,12,1,1,1,159,151,8
"Jesse Puljujarvi","JESSE.PULJUJARVI","8479344","21-22","EDM","R","R",1998-05-07,23,2016,1,4,55,899.02,12,14,7,33,135,195,233,19.41,8.89,6.15,9.95,12,16,24,66,87,11,7,0,0,-4,0,0,0
"Jesse Ylonen","JESSE.YLONEN","8481058","21-22","MTL","R","R",1999-10-03,21,2018,2,35,10,116.23,1,3,0,4,8,12,15,0.82,12.5,8.33,6.83,4,1,1,5,10,1,0,0,0,-1,0,0,0
"Jimmy Vesey","JIMMY.VESEY","8476918","21-22","N.J","L","L",1993-05-26,28,2012,3,66,63,925.63,7,3,4,14,103,144,171,11.62,6.8,4.86,8.07,27,30,53,82,31,6,5,0,0,-1,17,41,-24
"Joe Pavelski","JOE.PAVELSKI","8470794","21-22","DAL","C","R",1984-07-11,37,2003,7,205,66,1214.32,24,27,15,66,180,255,302,24.54,13.33,9.41,9.62,55,37,24,86,37,7,15,0,0,8,313,288,25
"Joe Snively","JOE.SNIVELY","8481441","21-22","WSH","C","L",1996-01-01,25,2014,NA,NA,12,138.68,4,2,1,7,21,27,35,2.7,19.05,14.81,10,3,1,7,2,9,1,1,0,0,0,0,1,-1
"Joe Thornton","JOE.THORNTON","8466138","21-22","FLA","C","L",1979-07-02,42,1997,1,1,29,317.18,5,3,1,9,21,29,38,3.13,23.81,17.24,10.79,8,16,13,16,12,3,0,0,0,-3,73,92,-19
"Joe Veleno","JOE.VELENO","8480813","21-22","DET","C","L",2000-01-13,21,2018,1,30,52,662.27,7,4,3,14,55,71,95,5.24,12.73,9.86,7.38,21,11,17,83,54,10,7,0,0,-3,156,162,-6
"Joel Armia","JOEL.ARMIA","8476469","21-22","MTL","R","R",1993-05-31,28,2011,1,16,52,706.58,4,4,4,12,83,106,145,8.65,4.82,3.77,8.16,23,26,28,94,36,7,11,0,0,4,2,12,-10
"Joel Edmundson","JOEL.EDMUNDSON","8476441","21-22","MTL","D","L",1993-06-28,28,2011,2,46,10,198.45,1,1,0,2,11,13,17,0.2,9.09,7.69,1.54,22,14,3,30,10,6,3,0,0,-3,0,0,0
"Joel Eriksson Ek","JOEL.ERIKSSON EK","8478493","21-22","MIN","C","L",1997-01-29,24,2015,1,20,61,1134.72,19,9,10,38,178,223,269,19.3,10.67,8.52,8.65,35,9,23,115,97,12,25,0,0,13,555,632,-77
"Joel Farabee","JOEL.FARABEE","8480797","21-22","PHI","L","L",2000-02-25,21,2018,1,14,49,852.5,15,10,7,32,87,118,160,10.71,17.24,12.71,9.08,32,21,20,65,65,11,21,2,2,10,21,60,-39
"Joel Hanley","JOEL.HANLEY","8477810","21-22","DAL","D","L",1991-06-08,30,2009,NA,NA,34,377.9,1,2,0,3,11,21,33,0.44,9.09,4.76,2.1,31,10,4,42,53,2,0,0,0,-2,0,0,0
"Joel Kiviranta","JOEL.KIVIRANTA","8481641","21-22","DAL","L","L",1996-03-23,25,2014,NA,NA,48,451.58,1,2,3,6,48,62,77,3.9,2.08,1.61,6.29,20,8,7,83,41,5,4,0,0,-1,0,3,-3
"Johan Larsson","JOHAN.LARSSON","8475728","21-22","ARI","L","L",1992-07-25,29,2010,2,56,29,517.92,6,3,6,15,30,44,63,3.43,20,13.64,7.8,21,9,10,53,53,10,6,2,2,-4,194,223,-29
"John Carlson","JOHN.CARLSON","8474590","21-22","WSH","D","R",1990-01-10,31,2008,1,27,64,1526.25,11,21,23,55,155,216,299,9.7,7.1,5.09,4.49,88,39,32,53,66,9,9,0,0,0,0,0,0
"John Hayden","JOHN.HAYDEN","8477401","21-22","BUF","C","R",1995-02-14,26,2013,3,74,52,574.27,2,0,2,4,61,76,96,4.93,3.28,2.63,6.49,24,9,11,95,45,11,11,6,6,0,2,7,-5
"John Klingberg","JOHN.KLINGBERG","8475906","21-22","DAL","D","R",1992-08-14,29,2010,5,131,59,1320.25,4,20,14,38,110,163,286,7.1,3.64,2.45,4.36,61,69,12,41,145,15,11,0,0,-4,0,0,0
"John Leonard","JOHN.LEONARD","8481077","21-22","S.J","L","L",1998-08-07,23,2018,6,182,12,141.57,0,1,0,1,20,25,28,1.08,0,0,4.32,7,4,1,11,6,0,2,0,0,2,0,1,-1
"John Marino","JOHN.MARINO","8478507","21-22","PIT","D","R",1997-05-21,24,2015,6,154,69,1433.07,1,10,13,24,76,109,162,3.87,1.32,0.92,3.55,69,34,36,65,130,8,14,1,1,6,0,0,0
"John Moore","JOHN.MOORE","8475186","21-22","BOS","D","L",1990-11-19,30,2009,1,21,7,122.6,0,1,0,1,7,10,15,0.27,0,0,2.7,11,2,2,9,10,2,1,0,0,-1,0,0,0
"John Tavares","JOHN.TAVARES","8475166","21-22","TOR","C","L",1990-09-20,30,2009,1,1,66,1192.75,23,20,21,64,202,293,362,29.2,11.39,7.85,9.97,35,59,33,71,77,14,15,0,0,1,676,438,238
"Johnny Gaudreau","JOHNNY.GAUDREAU","8476346","21-22","CGY","L","L",1993-08-13,28,2011,4,104,67,1229.73,31,44,16,91,219,287,384,24.82,14.16,10.8,8.65,6,69,38,9,31,6,17,0,0,11,1,0,1
"Jon Merrill","JON.MERRILL","8475750","21-22","MIN","D","L",1992-02-03,29,2010,2,38,63,1076.67,4,7,7,18,56,79,114,2.07,7.14,5.06,2.62,103,20,4,41,126,10,2,0,0,-8,0,0,0
"Jonah Gadjovich","JONAH.GADJOVICH","8479981","21-22","S.J","L","L",1998-10-12,22,2017,2,55,40,347.75,1,2,0,3,32,46,59,4.27,3.12,2.17,9.28,12,9,7,96,47,7,9,9,9,2,1,2,-1
"Jonas Brodin","JONAS.BRODIN","8476463","21-22","MIN","D","L",1993-07-12,28,2011,1,10,57,1347.2,4,7,14,25,102,123,173,4.18,3.92,3.25,3.4,104,22,22,37,86,7,4,0,0,-3,0,0,0
"Jonas Rondbjerg","JONAS.RONDBJERG","8480007","21-22","VGK","R","L",1999-03-31,22,2017,3,65,27,270.93,2,1,2,5,24,34,41,2.9,8.33,5.88,8.53,11,4,7,12,46,1,3,0,0,2,0,2,-2
"Jonas Siegenthaler","JONAS.SIEGENTHALER","8478399","21-22","N.J","D","L",1997-05-06,24,2015,2,57,66,1367.3,1,6,7,14,88,117,184,2.48,1.14,0.85,2.12,99,49,16,92,137,15,15,2,2,0,0,0,0
"Jonathan Dahlen","JONATHAN.DAHLEN","8479373","21-22","S.J","C","L",1997-12-20,23,2016,2,42,52,745.92,12,7,3,22,95,125,164,12.07,12.63,9.6,9.66,27,22,18,14,29,5,5,0,0,0,0,0,0
"Jonathan Drouin","JONATHAN.DROUIN","8477494","21-22","MTL","L","L",1995-03-28,26,2013,1,3,34,580.98,5,9,5,19,61,86,103,5.88,8.2,5.81,6.84,11,18,6,27,18,4,3,1,0,-2,31,35,-4
"Jonathan Huberdeau","JONATHAN.HUBERDEAU","8476456","21-22","FLA","C/L","L",1993-06-04,28,2011,1,3,67,1294.2,23,46,25,94,184,228,282,21.11,12.5,10.09,9.26,24,74,54,86,74,16,24,0,0,8,16,35,-19
"Jonathan Marchessault","JONATHAN.MARCHESSAULT","8476539","21-22","VGK","C","R",1990-12-27,30,2009,NA,NA,64,1124.2,27,18,11,56,221,285,351,24.87,12.22,9.47,8.73,12,43,33,49,100,11,6,0,0,-5,38,50,-12
"Jonathan Toews","JONATHAN.TOEWS","8473604","21-22","CHI","C","L",1988-04-29,33,2006,1,3,58,1016.63,11,11,8,30,106,132,160,11.05,10.38,8.33,8.37,17,26,40,20,70,14,9,1,1,-5,624,458,166
"Jonny Brodzinski","JONNY.BRODZINSKI","8477380","21-22","NYR","C","R",1993-06-19,28,2013,5,148,17,184.35,1,0,1,2,22,30,35,1.25,4.55,3.33,4.17,5,1,2,8,20,4,1,0,0,-3,38,36,2
"Joonas Donskoi","JOONAS.DONSKOI","8475820","21-22","SEA","R","R",1992-04-13,29,2010,4,99,62,946.7,2,5,11,18,74,105,130,8.7,2.7,1.9,8.29,26,20,20,32,96,4,10,0,0,6,5,9,-4
"Jordan Eberle","JORDAN.EBERLE","8474586","21-22","SEA","C/R","R",1990-05-15,31,2008,1,22,66,1192.38,16,12,9,37,135,201,259,16.03,11.85,7.96,7.98,34,27,44,43,78,6,5,0,0,-1,6,12,-6
"Jordan Greenway","JORDAN.GREENWAY","8478413","21-22","MIN","L","L",1997-02-16,24,2015,2,50,53,770.32,8,4,7,19,95,127,144,12.76,8.42,6.3,10.05,25,15,14,132,69,25,13,3,3,-12,16,27,-11
"Jordan Kyrou","JORDAN.KYROU","8479385","21-22","STL","C","R",1998-05-05,23,2016,2,35,61,1016.55,22,26,14,62,149,196,261,15.52,14.77,11.22,7.92,20,26,29,4,86,9,20,0,0,11,6,9,-3
"Jordan Martinook","JORDAN.MARTINOOK","8476921","21-22","CAR","L","L",1992-07-25,29,2012,2,58,45,504.75,3,5,2,10,53,84,111,5.49,5.66,3.57,6.54,10,12,10,62,82,8,5,0,0,-3,11,12,-1
"Jordan Oesterle","JORDAN.OESTERLE","8477851","21-22","DET","D","L",1992-06-25,29,2010,NA,NA,38,725.22,2,4,1,7,58,72,95,1.86,3.45,2.78,2.58,39,15,5,18,65,2,0,0,0,-2,0,0,0
"Jordan Spence","JORDAN.SPENCE","8481606","21-22","L.A","D","R",2001-02-24,20,2019,4,95,12,246.27,1,1,2,4,19,29,52,0.67,5.26,3.45,2.31,14,8,3,22,27,1,1,0,0,0,0,0,0
"Jordan Staal","JORDAN.STAAL","8473533","21-22","CAR","C","L",1988-09-10,33,2006,1,2,66,1104.25,8,8,8,24,122,177,199,16.49,6.56,4.52,9.32,27,41,30,188,89,8,11,0,0,3,629,470,159
"Jordie Benn","JORDIE.BENN","8474818","21-22","MIN","D","L",1987-07-26,34,2005,NA,NA,29,438.6,1,1,2,4,25,37,58,0.89,4,2.7,2.41,31,10,5,35,34,4,0,0,0,-4,0,0,0
"Josh Anderson","JOSH.ANDERSON","8476981","21-22","MTL","R","R",1994-05-07,27,2012,4,95,55,952.77,16,6,4,26,121,176,225,16.25,13.22,9.09,9.23,27,24,24,120,57,15,12,3,3,-3,14,17,-3
"Josh Archibald","JOSH.ARCHIBALD","8476326","21-22","EDM","R","R",1992-10-06,28,2011,6,174,7,58.98,0,1,0,1,3,4,5,0.28,0,0,7,2,1,2,23,7,1,2,1,1,1,2,1,1
"Josh Bailey","JOSH.BAILEY","8474573","21-22","NYI","C/R","L",1989-10-02,31,2008,1,9,59,990.92,8,14,11,33,68,88,119,7.71,11.76,9.09,8.76,20,32,21,15,39,3,2,0,0,-1,42,64,-22
"Josh Brown","JOSH.BROWN","8477384","21-22","OTT","D","R",1994-01-21,27,2013,6,152,46,643.45,0,4,2,6,43,60,83,1.07,0,0,1.78,57,21,8,106,54,6,3,4,4,-3,0,0,0
"Josh Leivo","JOSH.LEIVO","8476410","21-22","CAR","L","R",1993-05-26,28,2011,3,86,7,64.6,1,1,1,3,10,14,14,1.22,10,7.14,8.71,1,1,0,4,6,1,0,0,0,-1,0,0,0
"Josh Mahura","JOSH.MAHURA","8479372","21-22","ANA","D","L",1998-05-05,23,2016,3,85,30,401.95,1,1,2,4,23,37,62,1.19,4.35,2.7,3.22,41,14,4,49,76,4,5,0,0,1,0,0,0
"Josh Manson","JOSH.MANSON","8476312","21-22","ANA","D","R",1991-10-07,29,2011,6,160,45,888.62,4,3,2,9,61,82,118,3.33,6.56,4.88,4.06,45,32,26,116,58,20,7,3,3,-13,0,0,0
"Josh Manson","JOSH.MANSON","8476312","21-22","COL","D","R",1991-10-07,29,2011,6,160,8,132.03,0,0,1,1,11,13,18,0.33,0,0,2.54,8,5,1,30,15,2,0,0,0,-2,0,0,0
"Josh Morrissey","JOSH.MORRISSEY","8477504","21-22","WPG","D","L",1995-03-28,26,2013,1,13,66,1557.93,11,11,9,31,148,211,292,9.32,7.43,5.21,4.42,88,55,22,129,74,23,15,0,0,-8,0,0,0
"Josh Norris","JOSH.NORRIS","8480064","21-22","OTT","C","L",1999-05-05,22,2017,1,19,51,939,27,5,8,40,128,178,234,15.25,21.09,15.17,8.57,39,26,22,64,79,6,16,0,0,10,411,398,13
"Josiah Slavin","JOSIAH.SLAVIN","8481004","21-22","CHI","L","L",1998-12-31,22,2018,7,193,15,180.45,0,1,0,1,13,16,23,1.16,0,0,7.25,4,3,4,12,10,2,1,0,0,-1,29,38,-9
"Juho Lammikko","JUHO.LAMMIKKO","8477996","21-22","VAN","L","L",1996-01-29,25,2014,3,65,62,748.92,7,6,2,15,55,74,92,6.42,12.73,9.46,8.68,42,7,12,67,30,7,7,0,0,0,291,288,3
"Jujhar Khaira","JUJHAR.KHAIRA","8476915","21-22","CHI","L","L",1994-08-13,27,2012,3,63,27,367.2,3,0,0,3,32,39,51,2.94,9.38,7.69,7.54,14,2,2,88,39,4,4,1,1,0,53,48,5
"Julien Gauthier","JULIEN.GAUTHIER","8479328","21-22","NYR","R","R",1997-10-15,23,2016,1,21,46,473.37,3,2,2,7,64,89,103,9.19,4.69,3.37,10.33,14,13,15,95,54,2,9,0,0,7,1,2,-1
"Justin Bailey","JUSTIN.BAILEY","8477473","21-22","VAN","R","R",1995-07-01,26,2013,2,52,14,127.1,0,0,0,0,16,17,25,0.48,0,0,2.82,6,4,7,12,5,3,3,0,0,0,0,1,-1
"Justin Barron","JUSTIN.BARRON","8482111","21-22","MTL","D","R",2001-11-15,19,2020,1,25,3,57.3,0,0,1,1,6,6,7,0.44,0,0,7.33,4,2,0,3,4,0,0,0,0,0,0,0,0
"Justin Braun","JUSTIN.BRAUN","8474027","21-22","PHI","D","R",1987-02-10,34,2007,7,201,61,1221.78,5,5,6,16,67,96,148,2.07,7.46,5.21,2.16,114,28,12,79,79,18,8,0,1,-9,0,0,0
"Justin Danforth","JUSTIN.DANFORTH","8479941","21-22","CBJ","R","R",1993-03-15,28,2011,NA,NA,31,357.63,6,2,0,8,50,74,87,5.21,12,8.11,7.04,16,1,7,66,27,3,8,0,0,5,44,40,4
"Justin Dowling","JUSTIN.DOWLING","8475413","21-22","VAN","C","L",1990-10-01,30,2009,NA,NA,22,211.08,2,2,0,4,17,22,28,2.17,11.76,9.09,9.86,9,1,4,10,19,1,1,0,0,0,21,19,2
"Justin Faulk","JUSTIN.FAULK","8475753","21-22","STL","D","R",1992-03-20,29,2010,2,37,61,1412.7,8,6,17,31,129,175,253,6.74,6.2,4.57,3.85,89,33,32,135,55,12,6,1,1,-6,0,0,0
"Justin Holl","JUSTIN.HOLL","8475718","21-22","TOR","D","R",1992-01-30,29,2010,2,54,56,1144.7,2,5,9,16,54,78,110,3.37,3.7,2.56,4.32,87,46,13,99,151,16,6,1,1,-10,0,0,0
"Justin Schultz","JUSTIN.SCHULTZ","8474602","21-22","WSH","D","R",1990-07-06,31,2008,2,43,60,1023.42,2,9,4,15,72,105,161,4.22,2.78,1.9,4.02,65,21,10,28,72,4,2,0,0,-2,0,0,0
"Juuso Riikola","JUUSO.RIIKOLA","8480945","21-22","PIT","D","L",1993-11-09,27,2012,NA,NA,5,66.93,0,0,1,1,7,8,14,0.23,0,0,2.88,2,1,0,13,12,1,0,0,0,-1,0,0,0
"Juuso Valimaki","JUUSO.VALIMAKI","8479976","21-22","CGY","D","L",1998-10-06,22,2017,1,16,8,126.82,0,1,1,2,11,11,18,0.25,0,0,2.27,9,2,3,7,12,5,3,0,0,-2,0,0,0
"K'Andre Miller","K'ANDRE.MILLER","8480817","21-22","NYR","D","L",2000-01-21,21,2018,1,22,69,1417.1,6,5,4,15,81,112,172,4.31,7.41,5.36,3.85,79,30,47,119,82,10,6,0,0,-4,0,0,0
"Kaapo Kakko","KAAPO.KAKKO","8481554","21-22","NYR","R","L",2001-02-13,20,2019,1,2,37,591.6,5,4,5,14,56,76,100,6.57,8.93,6.58,8.64,13,8,12,5,42,5,3,0,0,-2,1,6,-5
