"Player","EH_ID","API ID","Season","Team","Position","Shoots","Birthday","Age","Draft Yr","Draft Rd","Draft Ov","GP","TOI","G","A1","A2","Points","iSF","iFF","iCF","ixG","Sh%","FSh%","xFSh%","iBLK","GIVE","TAKE","iHF","iHA","iPENT2","iPEND2","iPENT5","iPEND5","iPEN±","FOW","FOL","FO±"
"Jakub Vrana","JAKUB.VRANA","8477944","21-22","DET","L","L",1996-02-28,25,2014,1,13,10,145.52,6,1,1,8,24,34,38,2.22,25,17.65,6.53,4,7,7,12,5,0,0,0,0,0,1,1,0
"Jakub Zboril","JAKUB.ZBORIL","8478415","21-22","BOS","D","L",1997-02-21,24,2015,1,13,10,157.25,0,1,2,3,13,15,20,0.78,0,0,5.2,10,4,1,24,15,2,1,0,0,-1,0,0,0
"Jalen Chatfield","JALEN.CHATFIELD","8478970","21-22","CAR","D","R",1996-05-15,25,2014,NA,NA,16,236.62,0,1,2,3,25,36,51,1.09,0,0,3.03,10,3,6,32,38,4,0,0,0,-4,0,0,0
"James Neal","JAMES.NEAL","8471707","21-22","STL","L","L",1987-09-03,34,2005,2,33,19,227.32,2,0,2,4,31,37,45,3.27,6.45,5.41,8.84,3,4,2,17,13,0,2,0,0,2,0,2,-2
"James Van Riemsdyk","JAMES.VAN RIEMSDYK","8474037","21-22","PHI","L","L",1989-05-04,32,2007,1,2,66,1069.12,17,7,6,30,143,197,225,18.79,11.89,8.63,9.54,21,26,20,26,64,8,6,1,1,-2,7,9,-2
"Jamie Benn","JAMIE.BENN","8473994","21-22","DAL","L","L",1989-07-18,32,2007,5,129,64,1076.85,16,10,12,38,150,208,256,20.25,10.67,7.69,9.74,46,35,32,123,49,27,15,2,2,-12,391,323,68
"Jamie Drysdale","JAMIE.DRYSDALE","8482142","21-22","ANA","D","R",2002-04-08,19,2020,1,6,66,1311.17,3,13,10,26,103,156,227,5.51,2.91,1.92,3.53,57,39,14,29,67,7,13,0,0,6,0,0,0
"Jamie Oleksiak","JAMIE.OLEKSIAK","8476467","21-22","SEA","D","L",1992-12-21,28,2011,1,14,56,1071.8,1,8,6,15,74,95,136,4.71,1.35,1.05,4.96,61,38,26,145,82,9,4,3,3,-5,0,0,0
"Jan Rutta","JAN.RUTTA","8480172","21-22","T.B","D","R",1990-07-29,31,2008,NA,NA,61,1012.02,2,4,8,14,68,104,159,2.44,2.94,1.92,2.35,64,17,3,70,116,21,9,0,0,-12,0,0,0
"Jani Hakanpaa","JANI.HAKANPAA","8475825","21-22","DAL","D","R",1992-03-31,29,2010,4,104,63,1033.63,2,3,3,8,51,74,120,2.37,3.92,2.7,3.2,91,28,9,192,141,14,6,1,0,-9,0,0,0
"Janis Moser","JANIS.MOSER","8482655","21-22","ARI","D","L",2000-06-06,21,2021,2,60,33,603.2,3,5,4,12,29,48,78,2.12,10.34,6.25,4.42,36,17,7,25,67,6,5,0,0,-1,0,0,0
"Janne Kuokkanen","JANNE.KUOKKANEN","8479511","21-22","N.J","C/L","L",1998-05-25,23,2016,2,43,43,563.38,5,1,5,11,45,64,79,4.26,11.11,7.81,6.66,16,8,22,25,49,4,6,0,0,2,2,9,-7
"Jansen Harkins","JANSEN.HARKINS","8478424","21-22","WPG","C","L",1997-05-23,24,2015,2,47,66,634.83,7,0,3,10,59,85,123,5.87,11.86,8.24,6.91,15,22,23,47,65,3,11,1,1,8,21,11,10
"Jared McCann","JARED.MCCANN","8477955","21-22","SEA","C/L","L",1996-05-31,25,2014,1,24,58,937.22,24,7,7,38,158,228,276,15.83,15.19,10.53,6.94,22,30,34,56,63,6,18,0,0,12,212,260,-48
"Jared Spurgeon","JARED.SPURGEON","8474716","21-22","MIN","D","R",1989-11-29,31,2008,6,156,49,1039.18,6,12,11,29,84,114,174,4.38,7.14,5.26,3.84,60,9,8,33,67,5,2,0,0,-3,0,0,0
"Jaret Anderson-Dolan","JARET.ANDERSON-DOLAN","8479994","21-22","L.A","C","L",1999-09-12,22,2017,2,41,7,96.53,0,0,0,0,5,11,17,0.51,0,0,4.64,3,2,2,12,8,2,1,0,0,-1,9,7,2
"Jarred Tinordi","JARRED.TINORDI","8475797","21-22","NYR","D","L",1992-02-20,29,2010,1,22,7,90.45,1,0,0,1,5,9,15,0.16,20,11.11,1.78,8,1,0,17,5,1,1,1,1,0,0,0,0
"Jason Dickinson","JASON.DICKINSON","8477450","21-22","VAN","C","L",1995-07-04,26,2013,1,29,49,637.47,3,1,2,6,53,77,98,5.81,5.66,3.9,7.55,35,8,15,89,86,6,6,1,1,0,116,152,-36
"Jason Robertson","JASON.ROBERTSON","8480027","21-22","DAL","L","L",1999-07-22,22,2017,2,39,56,1011.75,31,14,15,60,163,220,293,21.75,19.02,14.09,9.89,19,39,38,39,51,9,5,0,0,-4,0,0,0
"Jason Spezza","JASON.SPEZZA","8469455","21-22","TOR","C","R",1983-06-13,38,2001,1,2,59,641.13,10,6,4,20,81,112,151,6.99,12.35,8.93,6.24,23,28,27,22,33,11,4,0,0,-7,272,235,37
"Jason Zucker","JASON.ZUCKER","8475722","21-22","PIT","L","L",1992-01-16,29,2010,2,59,31,482.5,6,4,3,13,88,110,128,9.14,6.82,5.45,8.31,15,17,13,51,41,5,7,0,0,2,4,10,-6
"Jasper Weatherby","JASPER.WEATHERBY","8481061","21-22","S.J","C","L",1998-01-22,23,2018,4,102,45,517.58,4,4,2,10,42,61,78,4.93,9.52,6.56,8.08,23,11,17,46,40,8,4,0,0,-4,161,157,4
"Jay Beagle","JAY.BEAGLE","8474291","21-22","ARI","C","R",1985-10-16,35,2004,NA,NA,23,320.4,1,0,0,1,13,17,24,1.79,7.69,5.88,10.53,11,3,5,34,20,5,0,0,0,-5,204,127,77
"Jaycob Megna","JAYCOB.MEGNA","8477034","21-22","S.J","D","L",1992-12-10,28,2012,7,210,28,516.33,1,0,1,2,24,33,53,0.7,4.17,3.03,2.12,55,11,12,46,40,6,0,0,0,-6,0,0,0
"Jayson Megna","JAYSON.MEGNA","8477126","21-22","COL","C","R",1990-02-01,31,2008,NA,NA,20,206.1,0,2,1,3,19,23,32,1.59,0,0,6.91,9,1,8,27,8,2,2,0,0,0,56,60,-4
"Jean-Gabriel Pageau","JEAN-GABRIEL.PAGEAU","8476419","21-22","NYI","C","R",1992-11-11,28,2011,4,96,62,1085.02,10,7,11,28,98,129,153,11.57,10.2,7.75,8.97,38,38,22,130,83,9,14,2,2,5,590,456,134
"Jeff Carter","JEFF.CARTER","8470604","21-22","PIT","C","R",1985-01-01,36,2003,1,11,61,1084.57,16,12,9,37,165,199,259,17.19,9.7,8.04,8.64,34,36,26,80,60,15,11,0,0,-4,516,397,119
"Jeff Petry","JEFF.PETRY","8473507","21-22","MTL","D","R",1987-12-09,33,2006,2,45,57,1268.48,4,4,8,16,92,124,215,3.25,4.35,3.23,2.62,93,90,8,124,78,15,6,0,0,-9,0,0,0
"Jeff Skinner","JEFF.SKINNER","8475784","21-22","BUF","C/L","L",1992-05-16,29,2010,1,7,65,1114.38,27,13,7,47,210,262,326,23.51,12.86,10.31,8.97,17,39,42,19,50,11,21,0,0,10,70,99,-29
"Jeffrey Viel","JEFFREY.VIEL","8479705","21-22","S.J","L","L",1997-01-28,24,2015,NA,NA,27,245.43,3,1,1,5,24,32,45,2.44,12.5,9.38,7.62,11,6,12,73,22,20,13,6,6,-7,4,7,-3
"Jeremy Lauzon","JEREMY.LAUZON","8478468","21-22","NSH","D","L",1997-04-28,24,2015,2,52,4,77.15,0,0,0,0,5,6,10,0.2,0,0,3.33,5,2,0,19,4,1,0,0,0,-1,0,0,0
"Jeremy Lauzon","JEREMY.LAUZON","8478468","21-22","SEA","D","L",1997-04-28,24,2015,2,52,53,943.95,1,3,2,6,58,79,116,1.84,1.72,1.27,2.33,49,16,7,176,93,16,7,5,5,-9,0,0,0
"Jesper Boqvist","JESPER.BOQVIST","8480003","21-22","N.J","C","L",1998-10-30,22,2017,2,36,40,493.48,5,5,4,14,51,72,92,4.82,9.8,6.94,6.69,12,15,14,23,61,2,2,0,0,0,111,194,-83
"Jesper Bratt","JESPER.BRATT","8479407","21-22","N.J","L","L",1998-07-30,23,2016,6,162,61,1059.8,22,24,19,65,172,227,270,17.16,12.79,9.69,7.56,22,41,27,21,61,8,17,0,0,9,0,3,-3
"Jesper Fast","JESPER.FAST","8475855","21-22","CAR","R","R",1991-12-02,29,2010,6,157,66,972.75,11,12,2,25,77,113,140,12.06,14.29,9.73,10.67,31,22,14,92,108,2,3,0,0,1,5,12,-7
"Jesper Froden","JESPER.FRODEN","8482834","21-22","BOS","R","R",1994-09-21,26,2013,NA,NA,5,60.62,0,0,0,0,6,6,9,0.71,0,0,11.83,5,0,0,6,10,1,0,0,0,-1,0,0,0
"Jesperi Kotkaniemi","JESPERI.KOTKANIEMI","8480829","21-22","CAR","C","L",2000-07-06,21,2018,1,3,63,751.45,11,7,8,26,79,105,138,9.06,13.92,10.48,8.63,15,20,24,67,69,11,12,1,1,1,159,151,8
"Jesse Puljujarvi","JESSE.PULJUJARVI","8479344","21-22","EDM","R","R",1998-05-07,23,2016,1,4,53,864.55,12,14,7,33,134,192,230,19.33,8.96,6.25,10.07,12,16,23,58,83,11,7,0,0,-4,0,0,0
"Jesse Ylonen","JESSE.YLONEN","8481058","21-22","MTL","R","R",1999-10-03,21,2018,2,35,8,97.9,1,2,0,3,8,12,15,0.82,12.5,8.33,6.83,3,1,1,5,9,1,0,0,0,-1,0,0,0
"Jimmy Vesey","JIMMY.VESEY","8476918","21-22","N.J","L","L",1993-05-26,28,2012,3,66,62,911.68,7,3,4,14,102,143,170,11.58,6.86,4.9,8.1,26,29,53,79,31,6,5,0,0,-1,17,39,-22
"Joe Pavelski","JOE.PAVELSKI","8470794","21-22","DAL","C","R",1984-07-11,37,2003,7,205,64,1177.85,24,27,15,66,172,243,289,23.23,13.95,9.88,9.56,55,36,23,82,34,7,15,0,0,8,298,281,17
"Joe Snively","JOE.SNIVELY","8481441","21-22","WSH","C","L",1996-01-01,25,2014,NA,NA,12,138.68,4,2,1,7,21,27,35,2.7,19.05,14.81,10,3,1,7,2,9,1,1,0,0,0,0,1,-1
"Joe Thornton","JOE.THORNTON","8466138","21-22","FLA","C","L",1979-07-02,42,1997,1,1,27,296.45,5,1,1,7,21,29,38,3.13,23.81,17.24,10.79,7,15,10,16,11,3,0,0,0,-3,73,87,-14
"Joe Veleno","JOE.VELENO","8480813","21-22","DET","C","L",2000-01-13,21,2018,1,30,50,635.95,7,4,3,14,52,68,91,5.14,13.46,10.29,7.56,19,11,17,73,48,10,6,0,0,-4,153,155,-2
"Joel Armia","JOEL.ARMIA","8476469","21-22","MTL","R","R",1993-05-31,28,2011,1,16,50,678.5,4,4,4,12,80,103,141,8.53,5,3.88,8.28,23,26,26,91,35,7,11,0,0,4,2,12,-10
"Joel Edmundson","JOEL.EDMUNDSON","8476441","21-22","MTL","D","L",1993-06-28,28,2011,2,46,8,161.52,0,1,0,1,8,10,14,0.15,0,0,1.5,18,12,3,23,9,5,3,0,0,-2,0,0,0
"Joel Eriksson Ek","JOEL.ERIKSSON EK","8478493","21-22","MIN","C","L",1997-01-29,24,2015,1,20,59,1097.37,19,8,9,36,175,217,261,18.92,10.86,8.76,8.72,33,9,23,114,93,12,25,0,0,13,536,612,-76
"Joel Farabee","JOEL.FARABEE","8480797","21-22","PHI","L","L",2000-02-25,21,2018,1,14,48,836.18,15,10,7,32,86,117,159,10.56,17.44,12.82,9.03,31,21,20,65,64,11,19,2,2,8,19,55,-36
"Joel Hanley","JOEL.HANLEY","8477810","21-22","DAL","D","L",1991-06-08,30,2009,NA,NA,32,346.25,1,2,0,3,10,17,29,0.35,10,5.88,2.06,31,10,4,41,47,1,0,0,0,-1,0,0,0
"Joel Kiviranta","JOEL.KIVIRANTA","8481641","21-22","DAL","L","L",1996-03-23,25,2014,NA,NA,48,451.58,1,2,3,6,48,62,77,3.9,2.08,1.61,6.29,20,8,7,83,41,5,4,0,0,-1,0,3,-3
"Johan Larsson","JOHAN.LARSSON","8475728","21-22","ARI","L","L",1992-07-25,29,2010,2,56,29,517.92,6,3,6,15,30,44,63,3.43,20,13.64,7.8,21,9,10,53,53,10,6,2,2,-4,194,223,-29
"John Carlson","JOHN.CARLSON","8474590","21-22","WSH","D","R",1990-01-10,31,2008,1,27,64,1526.25,11,21,23,55,155,216,299,9.7,7.1,5.09,4.49,88,39,32,53,66,9,9,0,0,0,0,0,0
"John Hayden","JOHN.HAYDEN","8477401","21-22","BUF","C","R",1995-02-14,26,2013,3,74,52,574.27,2,0,2,4,61,76,96,4.93,3.28,2.63,6.49,24,9,11,95,45,11,11,6,6,0,2,7,-5
"John Klingberg","JOHN.KLINGBERG","8475906","21-22","DAL","D","R",1992-08-14,29,2010,5,131,57,1275.92,4,19,14,37,107,158,274,7.01,3.74,2.53,4.44,60,68,12,39,141,15,11,0,0,-4,0,0,0
"John Leonard","JOHN.LEONARD","8481077","21-22","S.J","L","L",1998-08-07,23,2018,6,182,10,117.33,0,0,0,0,15,19,22,0.91,0,0,4.79,6,2,1,9,3,0,2,0,0,2,0,1,-1
"John Marino","JOHN.MARINO","8478507","21-22","PIT","D","R",1997-05-21,24,2015,6,154,67,1394.62,1,9,12,22,76,108,160,3.85,1.32,0.93,3.56,69,33,35,64,127,8,14,1,1,6,0,0,0
"John Moore","JOHN.MOORE","8475186","21-22","BOS","D","L",1990-11-19,30,2009,1,21,7,122.6,0,1,0,1,7,10,15,0.27,0,0,2.7,11,2,2,9,10,2,1,0,0,-1,0,0,0
"John Tavares","JOHN.TAVARES","8475166","21-22","TOR","C","L",1990-09-20,30,2009,1,1,64,1156.38,22,19,20,61,194,282,350,27.61,11.34,7.8,9.79,35,55,32,67,74,13,15,0,0,2,661,420,241
"Johnny Gaudreau","JOHNNY.GAUDREAU","8476346","21-22","CGY","L","L",1993-08-13,28,2011,4,104,65,1190.7,30,44,16,90,211,278,374,24.13,14.22,10.79,8.68,6,69,36,9,31,6,15,0,0,9,1,0,1
"Jon Merrill","JON.MERRILL","8475750","21-22","MIN","D","L",1992-02-03,29,2010,2,38,61,1053.08,4,7,7,18,56,79,114,2.07,7.14,5.06,2.62,100,20,4,41,124,9,2,0,0,-7,0,0,0
"Jonah Gadjovich","JONAH.GADJOVICH","8479981","21-22","S.J","L","L",1998-10-12,22,2017,2,55,40,347.75,1,2,0,3,32,46,59,4.27,3.12,2.17,9.28,12,9,7,96,47,7,9,9,9,2,1,2,-1
"Jonas Brodin","JONAS.BRODIN","8476463","21-22","MIN","D","L",1993-07-12,28,2011,1,10,55,1297.47,4,7,14,25,96,114,162,4.02,4.17,3.51,3.53,100,22,22,36,84,7,4,0,0,-3,0,0,0
"Jonas Rondbjerg","JONAS.RONDBJERG","8480007","21-22","VGK","R","L",1999-03-31,22,2017,3,65,25,245.47,2,0,2,4,23,31,38,2.67,8.7,6.45,8.61,9,4,7,12,43,1,2,0,0,1,0,2,-2
"Jonas Siegenthaler","JONAS.SIEGENTHALER","8478399","21-22","N.J","D","L",1997-05-06,24,2015,2,57,65,1348.73,1,6,7,14,85,114,181,2.45,1.18,0.88,2.15,99,47,16,89,134,14,15,2,2,1,0,0,0
"Jonathan Dahlen","JONATHAN.DAHLEN","8479373","21-22","S.J","C","L",1997-12-20,23,2016,2,42,52,745.92,12,7,3,22,95,125,164,12.07,12.63,9.6,9.66,27,22,18,14,29,5,5,0,0,0,0,0,0
"Jonathan Drouin","JONATHAN.DROUIN","8477494","21-22","MTL","L","L",1995-03-28,26,2013,1,3,34,580.98,5,9,5,19,61,86,103,5.88,8.2,5.81,6.84,11,18,6,27,18,4,3,1,0,-2,31,35,-4
"Jonathan Huberdeau","JONATHAN.HUBERDEAU","8476456","21-22","FLA","C/L","L",1993-06-04,28,2011,1,3,65,1252.03,21,44,25,90,174,216,269,19.81,12.07,9.72,9.17,24,71,51,84,69,16,23,0,0,7,16,33,-17
"Jonathan Marchessault","JONATHAN.MARCHESSAULT","8476539","21-22","VGK","C","R",1990-12-27,30,2009,NA,NA,62,1085.88,25,17,11,53,213,274,336,22.44,11.74,9.12,8.19,12,43,31,49,89,11,6,0,0,-5,38,50,-12
"Jonathan Toews","JONATHAN.TOEWS","8473604","21-22","CHI","C","L",1988-04-29,33,2006,1,3,56,983.12,11,11,8,30,100,125,153,10.52,11,8.8,8.42,16,25,39,19,65,13,9,1,1,-4,603,443,160
"Jonny Brodzinski","JONNY.BRODZINSKI","8477380","21-22","NYR","C","R",1993-06-19,28,2013,5,148,16,175.07,1,0,1,2,22,30,34,1.25,4.55,3.33,4.17,5,1,2,8,18,4,1,0,0,-3,35,35,0
"Joonas Donskoi","JOONAS.DONSKOI","8475820","21-22","SEA","R","R",1992-04-13,29,2010,4,99,60,918.72,2,5,11,18,70,100,125,8.42,2.86,2,8.42,25,20,19,31,94,4,10,0,0,6,4,9,-5
"Jordan Eberle","JORDAN.EBERLE","8474586","21-22","SEA","C/R","R",1990-05-15,31,2008,1,22,64,1154.73,16,12,9,37,133,197,253,15.87,12.03,8.12,8.06,34,25,41,42,76,6,5,0,0,-1,6,11,-5
"Jordan Greenway","JORDAN.GREENWAY","8478413","21-22","MIN","L","L",1997-02-16,24,2015,2,50,51,739.87,7,4,7,18,88,119,136,11.96,7.95,5.88,10.05,25,15,12,129,69,25,12,3,3,-13,16,27,-11
"Jordan Kyrou","JORDAN.KYROU","8479385","21-22","STL","C","R",1998-05-05,23,2016,2,35,61,1016.55,22,26,14,62,149,196,261,15.52,14.77,11.22,7.92,20,26,29,4,86,9,20,0,0,11,6,9,-3
"Jordan Martinook","JORDAN.MARTINOOK","8476921","21-22","CAR","L","L",1992-07-25,29,2012,2,58,44,493.65,3,5,2,10,52,83,109,5.48,5.77,3.61,6.6,10,12,10,61,81,8,4,0,0,-4,9,12,-3
"Jordan Oesterle","JORDAN.OESTERLE","8477851","21-22","DET","D","L",1992-06-25,29,2010,NA,NA,38,725.22,2,4,1,7,58,72,95,1.86,3.45,2.78,2.58,39,15,5,18,65,2,0,0,0,-2,0,0,0
"Jordan Spence","JORDAN.SPENCE","8481606","21-22","L.A","D","R",2001-02-24,20,2019,4,95,10,210.75,1,1,2,4,16,25,45,0.57,6.25,4,2.28,12,7,2,19,23,1,1,0,0,0,0,0,0
"Jordan Staal","JORDAN.STAAL","8473533","21-22","CAR","C","L",1988-09-10,33,2006,1,2,64,1070.05,8,7,8,23,122,174,196,16.29,6.56,4.6,9.36,26,39,29,183,81,7,11,0,0,4,607,461,146
"Jordie Benn","JORDIE.BENN","8474818","21-22","MIN","D","L",1987-07-26,34,2005,NA,NA,29,438.6,1,1,2,4,25,37,58,0.89,4,2.7,2.41,31,10,5,35,34,4,0,0,0,-4,0,0,0
"Josh Anderson","JOSH.ANDERSON","8476981","21-22","MTL","R","R",1994-05-07,27,2012,4,95,53,916.08,16,6,4,26,120,172,218,15.74,13.33,9.3,9.15,24,22,23,116,55,15,11,3,3,-4,14,16,-2
"Josh Bailey","JOSH.BAILEY","8474573","21-22","NYI","C/R","L",1989-10-02,31,2008,1,9,56,938.6,7,13,11,31,61,81,112,6.98,11.48,8.64,8.62,20,31,20,15,38,3,2,0,0,-1,42,62,-20
"Josh Brown","JOSH.BROWN","8477384","21-22","OTT","D","R",1994-01-21,27,2013,6,152,46,643.45,0,4,2,6,43,60,83,1.07,0,0,1.78,57,21,8,106,54,6,3,4,4,-3,0,0,0
"Josh Leivo","JOSH.LEIVO","8476410","21-22","CAR","L","R",1993-05-26,28,2011,3,86,7,64.6,1,1,1,3,10,14,14,1.22,10,7.14,8.71,1,1,0,4,6,1,0,0,0,-1,0,0,0
"Josh Mahura","JOSH.MAHURA","8479372","21-22","ANA","D","L",1998-05-05,23,2016,3,85,28,383.7,1,1,2,4,21,35,58,1.12,4.76,2.86,3.2,40,14,4,46,75,4,5,0,0,1,0,0,0
"Josh Manson","JOSH.MANSON","8476312","21-22","ANA","D","R",1991-10-07,29,2011,6,160,45,888.62,4,3,2,9,61,82,118,3.33,6.56,4.88,4.06,45,32,26,116,58,20,7,3,3,-13,0,0,0
"Josh Manson","JOSH.MANSON","8476312","21-22","COL","D","R",1991-10-07,29,2011,6,160,6,100.03,0,0,1,1,7,9,13,0.22,0,0,2.44,7,5,1,23,10,2,0,0,0,-2,0,0,0
"Josh Morrissey","JOSH.MORRISSEY","8477504","21-22","WPG","D","L",1995-03-28,26,2013,1,13,64,1508.3,11,10,9,30,145,204,282,9.05,7.59,5.39,4.44,83,54,22,123,71,23,15,0,0,-8,0,0,0
"Josh Norris","JOSH.NORRIS","8480064","21-22","OTT","C","L",1999-05-05,22,2017,1,19,49,901.2,26,5,7,38,122,169,221,14.69,21.31,15.38,8.69,38,25,22,63,71,6,16,0,0,10,393,377,16
"Josiah Slavin","JOSIAH.SLAVIN","8481004","21-22","CHI","L","L",1998-12-31,22,2018,7,193,15,180.45,0,1,0,1,13,16,23,1.16,0,0,7.25,4,3,4,12,10,2,1,0,0,-1,29,38,-9
"Juho Lammikko","JUHO.LAMMIKKO","8477996","21-22","VAN","L","L",1996-01-29,25,2014,3,65,61,733.55,7,6,2,15,54,73,91,6.4,12.96,9.59,8.77,42,6,12,66,28,7,7,0,0,0,288,280,8
"Jujhar Khaira","JUJHAR.KHAIRA","8476915","21-22","CHI","L","L",1994-08-13,27,2012,3,63,27,367.2,3,0,0,3,32,39,51,2.94,9.38,7.69,7.54,14,2,2,88,39,4,4,1,1,0,53,48,5
"Julien Gauthier","JULIEN.GAUTHIER","8479328","21-22","NYR","R","R",1997-10-15,23,2016,1,21,46,473.37,3,2,2,7,64,89,103,9.19,4.69,3.37,10.33,14,13,15,95,54,2,9,0,0,7,1,2,-1
"Justin Bailey","JUSTIN.BAILEY","8477473","21-22","VAN","R","R",1995-07-01,26,2013,2,52,14,127.1,0,0,0,0,16,17,25,0.48,0,0,2.82,6,4,7,12,5,3,3,0,0,0,0,1,-1
"Justin Braun","JUSTIN.BRAUN","8474027","21-22","PHI","D","R",1987-02-10,34,2007,7,201,61,1221.78,5,5,6,16,67,96,148,2.07,7.46,5.21,2.16,114,28,12,79,79,18,8,0,1,-9,0,0,0
"Justin Danforth","JUSTIN.DANFORTH","8479941","21-22","CBJ","R","R",1993-03-15,28,2011,NA,NA,29,331.95,5,2,0,7,47,71,83,4.92,10.64,7.04,6.93,15,1,7,61,24,3,8,0,0,5,41,39,2
"Justin Dowling","JUSTIN.DOWLING","8475413","21-22","VAN","C","L",1990-10-01,30,2009,NA,NA,22,211.08,2,2,0,4,17,22,28,2.17,11.76,9.09,9.86,9,1,4,10,19,1,1,0,0,0,21,19,2
"Justin Faulk","JUSTIN.FAULK","8475753","21-22","STL","D","R",1992-03-20,29,2010,2,37,59,1365.47,8,6,15,29,125,170,242,6.41,6.4,4.71,3.77,86,33,29,131,55,12,6,1,1,-6,0,0,0
"Justin Holl","JUSTIN.HOLL","8475718","21-22","TOR","D","R",1992-01-30,29,2010,2,54,54,1112.27,2,5,8,15,54,77,109,3.36,3.7,2.6,4.36,83,44,13,98,144,14,5,1,1,-9,0,0,0
"Justin Schultz","JUSTIN.SCHULTZ","8474602","21-22","WSH","D","R",1990-07-06,31,2008,2,43,60,1023.42,2,9,4,15,72,105,161,4.22,2.78,1.9,4.02,65,21,10,28,72,4,2,0,0,-2,0,0,0
"Juuso Riikola","JUUSO.RIIKOLA","8480945","21-22","PIT","D","L",1993-11-09,27,2012,NA,NA,5,66.93,0,0,1,1,7,8,14,0.23,0,0,2.88,2,1,0,13,12,1,0,0,0,-1,0,0,0
"Juuso Valimaki","JUUSO.VALIMAKI","8479976","21-22","CGY","D","L",1998-10-06,22,2017,1,16,8,126.82,0,1,1,2,11,11,18,0.25,0,0,2.27,9,2,3,7,12,5,3,0,0,-2,0,0,0
"K'Andre Miller","K'ANDRE.MILLER","8480817","21-22","NYR","D","L",2000-01-21,21,2018,1,22,66,1347.47,6,5,4,15,79,109,163,4.28,7.59,5.5,3.93,77,29,44,107,78,10,6,0,0,-4,0,0,0
"Kaapo Kakko","KAAPO.KAKKO","8481554","21-22","NYR","R","L",2001-02-13,20,2019,1,2,37,591.6,5,4,5,14,56,76,100,6.57,8.93,6.58,8.64,13,8,12,5,42,5,3,0,0,-2,1,6,-5
"Kailer Yamamoto","KAILER.YAMAMOTO","8479977","21-22","EDM","R","R",1998-09-29,22,2017,1,22,66,1112.68,18,8,6,32,95,129,154,15.19,18.95,13.95,11.78,30,27,26,85,130,13,20,0,0,7,2,4,-2
"Kale Clague","KALE.CLAGUE","8479348","21-22","L.A","D","L",1998-06-05,23,2016,2,51,11,196.15,0,4,1,5,6,8,18,0.34,0,0,4.25,9,5,1,0,17,1,0,0,0,-1,0,0,0
"Kale Clague","KALE.CLAGUE","8479348","21-22","MTL","D","L",1998-06-05,23,2016,2,51,23,368.68,1,0,1,2,19,22,36,1.06,5.26,4.55,4.82,12,29,5,10,29,7,1,0,0,-6,0,0,0
"Karson Kuhlman","KARSON.KUHLMAN","8480901","21-22","BOS","C","R",1995-09-26,25,2014,NA,NA,19,194.42,1,0,1,2,22,29,37,2.58,4.55,3.45,8.9,7,4,6,42,21,0,3,0,0,3,0,1,-1
"Karson Kuhlman","KARSON.KUHLMAN","8480901","21-22","SEA","C","R",1995-09-26,25,2014,NA,NA,9,96.35,0,0,1,1,13,18,22,1.48,0,0,8.22,6,1,2,16,8,1,0,0,0,-1,0,0,0
"Kasper Bjorkqvist","KASPER.BJORKQVIST","8479512","21-22","PIT","R","L",1997-07-10,24,2016,2,61,6,50.22,1,0,0,1,8,8,11,0.93,12.5,12.5,11.62,2,0,0,9,10,1,0,0,0,-1,0,0,0
"Kasperi Kapanen","KASPERI.KAPANEN","8477953","21-22","PIT","R","R",1996-07-23,25,2014,1,22,65,985.38,11,12,7,30,114,157,208,10.56,9.65,7.01,6.73,18,24,38,86,77,6,7,0,0,1,5,7,-2
"Keegan Kolesar","KEEGAN.KOLESAR","8478434","21-22","VGK","R","R",1997-04-08,24,2015,3,69,67,873.53,6,11,4,21,81,101,123,10.99,7.41,5.94,10.88,42,32,29,207,138,13,10,7,8,-2,73,109,-36
"Keith Yandle","KEITH.YANDLE","8471735","21-22","PHI","D","L",1986-09-09,35,2005,4,105,66,949.75,1,3,11,15,96,136,216,3.93,1.04,0.74,2.89,35,33,11,24,15,5,3,0,0,-2,0,0,0
"Kevin Bahl","KEVIN.BAHL","8480860","21-22","N.J","D","L",2000-06-27,21,2018,2,55,6,77.95,0,0,0,0,5,8,11,0.14,0,0,1.75,4,1,2,8,4,2,0,0,0,-2,0,0,0
"Kevin Connauton","KEVIN.CONNAUTON","8475246","21-22","FLA","D","L",1990-02-23,31,2009,3,83,13,156.18,0,0,0,0,14,17,32,0.77,0,0,4.53,9,2,2,28,33,1,1,0,0,0,0,0,0
"Kevin Connauton","KEVIN.CONNAUTON","8475246","21-22","PHI","D","L",1990-02-23,31,2009,3,83,18,222.92,0,1,1,2,9,14,23,0.28,0,0,2,19,9,2,27,23,1,0,0,0,-1,0,0,0
"Kevin Fiala","KEVIN.FIALA","8477942","21-22","MIN","L","L",1996-07-22,25,2014,1,11,64,1112.35,22,18,19,59,206,276,339,20.23,10.68,7.97,7.33,16,37,22,39,72,16,22,0,0,6,3,10,-7
"Kevin Hayes","KEVIN.HAYES","8475763","21-22","PHI","C/R","L",1992-05-08,29,2010,1,24,32,543.53,7,9,5,21,68,90,117,5.27,10.29,7.78,5.86,10,15,16,27,14,3,5,0,0,2,172,222,-50
"Kevin Labanc","KEVIN.LABANC","8478099","21-22","S.J","R","R",1995-12-12,25,2014,6,171,21,279.12,3,2,1,6,36,47,62,2.63,8.33,6.38,5.6,9,6,6,28,21,3,3,0,0,0,0,1,-1
